category,clasificacion,code8,description
Ropa y calzado,Suministros,19522000,Resinas
Ropa y calzado,Suministros,19522100,Resina epoxi
Ropa y calzado,Suministros,19522110,Tubos de resina epoxi
Ropa y calzado,Suministros,19600000,"Residuos de cuero, textiles, de caucho y de plástico"
Ropa y calzado,Suministros,19610000,Residuos de cuero
Ropa y calzado,Suministros,19620000,Residuos textiles
Ropa y calzado,Suministros,19630000,Residuos de caucho
Ropa y calzado,Suministros,19640000,Sacos y bolsas de polietileno para residuos
Ropa y calzado,Suministros,19700000,Caucho y fibras sintéticos
Ropa y calzado,Suministros,19710000,Caucho sintético
Ropa y calzado,Suministros,19720000,Fibras sintéticas
Ropa y calzado,Suministros,19721000,Borra de filamentos sintéticos
Ropa y calzado,Suministros,19722000,Hilado de alta tenacidad
Ropa y calzado,Suministros,19723000,Hilado texturado sencillo
Ropa y calzado,Suministros,19724000,Monofilamento sintético
Ropa y calzado,Suministros,19730000,Fibras artificiales
Ropa y calzado,Suministros,19731000,Fibras artificiales discontinuas
Ropa y calzado,Suministros,19732000,Polipropileno
Ropa y calzado,Suministros,19733000,Hilado texturado artificial
Impresión y material de oficina,Suministros,22000000,Impresos y productos relacionados
Impresión y material de oficina,Suministros,22100000,"Libros impresos, folletos y prospectos"
Impresión y material de oficina,Suministros,22110000,Libros impresos
Impresión y material de oficina,Suministros,22111000,Libros escolares
Impresión y material de oficina,Suministros,22112000,Libros de texto
Impresión y material de oficina,Suministros,22113000,Libros para biblioteca
Impresión y material de oficina,Suministros,22114000,"Diccionarios, mapas, libros de música y otros libros"
Impresión y material de oficina,Suministros,22114100,Diccionarios
Impresión y material de oficina,Suministros,22114200,Atlas
Impresión y material de oficina,Suministros,22114300,Mapas
Impresión y material de oficina,Suministros,22114310,Mapas catastrales
Impresión y material de oficina,Suministros,22114311,Cianotipos
Impresión y material de oficina,Suministros,22114400,Música impresa
Impresión y material de oficina,Suministros,22114500,Enciclopedias
Impresión y material de oficina,Suministros,22120000,Publicaciones
Impresión y material de oficina,Suministros,22121000,Publicaciones técnicas
Impresión y material de oficina,Suministros,22130000,Guías
Impresión y material de oficina,Suministros,22140000,Prospectos
Impresión y material de oficina,Suministros,22150000,Folletos
Impresión y material de oficina,Suministros,22160000,Opúsculos
Impresión y material de oficina,Suministros,22200000,"Periódicos, revistas especializadas, publicaciones periódicas y revistas"
Impresión y material de oficina,Suministros,22210000,Periódicos
Impresión y material de oficina,Suministros,22211000,Revistas especializadas
Impresión y material de oficina,Suministros,22211100,Boletines oficiales
Impresión y material de oficina,Suministros,22212000,Publicaciones periódicas
Impresión y material de oficina,Suministros,22212100,Publicaciones por entregas
Impresión y material de oficina,Suministros,22213000,Revistas
Impresión y material de oficina,Suministros,22300000,"Tarjetas postales, tarjetas de felicitación y otro material impreso"
Impresión y material de oficina,Suministros,22310000,Tarjetas postales
Impresión y material de oficina,Suministros,22312000,Ilustraciones
Impresión y material de oficina,Suministros,22313000,Calcomanías
Impresión y material de oficina,Suministros,22314000,Diseños
Impresión y material de oficina,Suministros,22315000,Fotografías
Impresión y material de oficina,Suministros,22320000,Tarjetas de felicitación
Impresión y material de oficina,Suministros,22321000,Tarjetas de Navidad
Impresión y material de oficina,Suministros,22400000,"Sellos, talonarios de cheques, billetes de banco, certificados de acciones, material de publicidad comercial, catálogos y manuales"
Impresión y material de oficina,Suministros,22410000,Sellos
Impresión y material de oficina,Suministros,22411000,Sellos de Navidad
Impresión y material de oficina,Suministros,22412000,Sellos nuevos
Impresión y material de oficina,Suministros,22413000,Sellos de ahorro
Impresión y material de oficina,Suministros,22414000,Cuadernillos de sellos de correos
Impresión y material de oficina,Suministros,22420000,Papel timbrado
Impresión y material de oficina,Suministros,22430000,Billetes de banco
Impresión y material de oficina,Suministros,22440000,Talonarios de cheques
Impresión y material de oficina,Suministros,22450000,Impresos infalsificables
Impresión y material de oficina,Suministros,22451000,Pasaportes
Impresión y material de oficina,Suministros,22452000,Giros postales
Impresión y material de oficina,Suministros,22453000,Pegatinas del impuesto de circulación
Impresión y material de oficina,Suministros,22454000,Permisos de conducir
Impresión y material de oficina,Suministros,22455000,Carnés de identidad
Impresión y material de oficina,Suministros,22455100,Pulseras de identificación
Impresión y material de oficina,Suministros,22456000,Permisos
Impresión y material de oficina,Suministros,22457000,Tarjetas de entrada
Impresión y material de oficina,Suministros,22458000,Impresos por encargo
Impresión y material de oficina,Suministros,22459000,Billetes
Impresión y material de oficina,Suministros,22459100,Tiras y adhesivos publicitarios
Impresión y material de oficina,Suministros,22460000,"Material de publicidad comercial, catálogos comerciales y manuales"
Impresión y material de oficina,Suministros,22461000,Catálogos
Impresión y material de oficina,Suministros,22461100,"Portalistas, portamenús y soportes análogos"
Impresión y material de oficina,Suministros,22462000,Material de publicidad
Impresión y material de oficina,Suministros,22470000,Manuales
Impresión y material de oficina,Suministros,22471000,Manuales informáticos
Impresión y material de oficina,Suministros,22472000,Manuales de instrucciones
Impresión y material de oficina,Suministros,22473000,Manuales técnicos
Impresión y material de oficina,Suministros,22500000,Clisés o cilindros de imprenta u otros medios de impresión
Impresión y material de oficina,Suministros,22510000,Planchas offset
Impresión y material de oficina,Suministros,22520000,Equipo de grabado en seco
Impresión y material de oficina,Suministros,22521000,Equipo de estampado en relieve
Impresión y material de oficina,Suministros,22600000,Tinta
Impresión y material de oficina,Suministros,22610000,Tinta de imprenta
Impresión y material de oficina,Suministros,22611000,Tinta para huecograbado
Impresión y material de oficina,Suministros,22612000,Tinta china
Impresión y material de oficina,Suministros,22800000,"Libros registro, libros de contabilidad, clasificadores, impresos y otros artículos de papelería, de papel o cartón"
Impresión y material de oficina,Suministros,22810000,Libros registro de papel o cartón
Impresión y material de oficina,Suministros,22813000,Libros de contabilidad
Impresión y material de oficina,Suministros,22814000,Talonarios de recibos
Impresión y material de oficina,Suministros,22815000,Talonarios de notas
Impresión y material de oficina,Suministros,22816000,Blocs
Impresión y material de oficina,Suministros,22816100,Blocs de notas
Impresión y material de oficina,Suministros,22816200,Cuadernos de taquigrafía
Impresión y material de oficina,Suministros,22816300,Blocs de hojas adhesivas
Impresión y material de oficina,Suministros,22817000,Agendas u organizadores personales
Impresión y material de oficina,Suministros,22819000,Libros de direcciones
Impresión y material de oficina,Suministros,22820000,Formularios
Impresión y material de oficina,Suministros,22821000,Formularios electorales
Impresión y material de oficina,Suministros,22822000,Formularios comerciales
Impresión y material de oficina,Suministros,22822100,Formularios comerciales de papel continuo
Impresión y material de oficina,Suministros,22822200,Formularios comerciales en hojas sueltas
Impresión y material de oficina,Suministros,22830000,Cuadernos de ejercicios
Impresión y material de oficina,Suministros,22831000,Recambios para cuadernos escolares
Impresión y material de oficina,Suministros,22832000,Hojas para ejercicios
Impresión y material de oficina,Suministros,22840000,Álbumes para muestras
Impresión y material de oficina,Suministros,22841000,Álbumes para colecciones
Impresión y material de oficina,Suministros,22841100,Libros de sellos
Impresión y material de oficina,Suministros,22841200,Clasificadores para filatelia
Impresión y material de oficina,Suministros,22850000,Clasificadores y accesorios para clasificadores
Impresión y material de oficina,Suministros,22851000,Clasificadores
Impresión y material de oficina,Suministros,22852000,Carpetas
Impresión y material de oficina,Suministros,22852100,Cubiertas para documentos
Impresión y material de oficina,Suministros,22853000,"Archivadores, bandejas portadocumentos y otros soportes análogos"
Impresión y material de oficina,Suministros,22900000,Impresos varios
Impresión y material de oficina,Suministros,22990000,"Papel de periódico, papeles fabricados a mano y otros papeles y cartones sin recubrir, para usos gráficos"
Impresión y material de oficina,Suministros,22991000,Papel prensa
Impresión y material de oficina,Suministros,22992000,Papel o cartón hecho a mano
Impresión y material de oficina,Suministros,22993000,"Papel y cartón fotosensibles, termosensibles o termográficos"
Impresión y material de oficina,Suministros,22993100,Papel o cartón fotosensible
Impresión y material de oficina,Suministros,22993200,Papel o cartón termosensible
Impresión y material de oficina,Suministros,22993300,Papel o cartón termográfico
Impresión y material de oficina,Suministros,22993400,Papel o cartón ondulado
Industria y maquinaria,Suministros,24000000,Productos químicos
Industria y maquinaria,Suministros,24100000,Gases
Industria y maquinaria,Suministros,24110000,Gases industriales
Industria y maquinaria,Suministros,24111000,"Hidrógeno, argón, gases nobles, nitrógeno y oxígeno"
Industria y maquinaria,Suministros,24111100,Argón
Industria y maquinaria,Suministros,24111200,Gases nobles
Industria y maquinaria,Suministros,24111300,Helio
Industria y maquinaria,Suministros,24111400,Neón
Industria y maquinaria,Suministros,24111500,Gases medicinales
Industria y maquinaria,Suministros,24111600,Hidrógeno
Industria y maquinaria,Suministros,24111700,Nitrógeno
Industria y maquinaria,Suministros,24111800,Nitrógeno líquido
Industria y maquinaria,Suministros,24111900,Oxígeno
Industria y maquinaria,Suministros,24112000,Compuestos oxigenados inorgánicos
Industria y maquinaria,Suministros,24112100,Dióxido de carbono
Industria y maquinaria,Suministros,24112200,Óxidos de nitrógeno
Industria y maquinaria,Suministros,24112300,Compuestos oxigenados inorgánicos gaseosos
Industria y maquinaria,Suministros,24113000,Aire líquido y aire comprimido
Industria y maquinaria,Suministros,24113100,Aire líquido
Industria y maquinaria,Suministros,24113200,Aire comprimido
Industria y maquinaria,Suministros,24200000,Tintes y pigmentos
Industria y maquinaria,Suministros,24210000,"Óxidos, peróxidos e hidróxidos"
Industria y maquinaria,Suministros,24211000,"Óxido y peróxido de zinc; óxido de titanio, tintes y pigmentos"
Industria y maquinaria,Suministros,24211100,Óxido de zinc
Industria y maquinaria,Suministros,24211200,Peróxido de zinc
Industria y maquinaria,Suministros,24211300,Óxido de titanio
Industria y maquinaria,Suministros,24212000,"Óxidos e hidróxidos de cromo, de manganeso, de magnesio, de plomo y de cobre"
Industria y maquinaria,Suministros,24212100,Óxido de cromo
Industria y maquinaria,Suministros,24212200,Óxido de manganeso
Industria y maquinaria,Suministros,24212300,Óxido de plomo
Industria y maquinaria,Suministros,24212400,Óxido de cobre
Industria y maquinaria,Suministros,24212500,Óxido de magnesio
Industria y maquinaria,Suministros,24212600,Hidróxidos para tintes y pigmentos
Industria y maquinaria,Suministros,24212610,Hidróxido de cromo
Industria y maquinaria,Suministros,24212620,Hidróxido de manganeso
Industria y maquinaria,Suministros,24212630,Hidróxido de plomo
Industria y maquinaria,Suministros,24212640,Hidróxido de cobre
Industria y maquinaria,Suministros,24212650,Hidróxido de magnesio
Industria y maquinaria,Suministros,24213000,Cal apagada
Industria y maquinaria,Suministros,24220000,Extractos curtientes o tintóreos; taninos y materias colorantes
Industria y maquinaria,Suministros,24221000,Extractos tintóreos
Industria y maquinaria,Suministros,24222000,Extractos curtientes
Industria y maquinaria,Suministros,24223000,Taninos
Industria y maquinaria,Suministros,24224000,Materias colorantes
Industria y maquinaria,Suministros,24225000,Preparados curtientes
Industria y maquinaria,Suministros,24300000,Productos químicos inorgánicos y orgánicos básicos
Industria y maquinaria,Suministros,24310000,Productos químicos inorgánicos básicos
Industria y maquinaria,Suministros,24311000,"Elementos químicos, ácidos inorgánicos y sus compuestos"
Industria y maquinaria,Suministros,24311100,Metaloides
Industria y maquinaria,Suministros,24311110,Fosfuros
Industria y maquinaria,Suministros,24311120,Carburos
Industria y maquinaria,Suministros,24311130,Hidruros
Industria y maquinaria,Suministros,24311140,Nitruros
Industria y maquinaria,Suministros,24311150,Aziduros (azidas)
Industria y maquinaria,Suministros,24311160,Siliciuros
Industria y maquinaria,Suministros,24311170,Boruros
Industria y maquinaria,Suministros,24311180,Azufre refinado
Industria y maquinaria,Suministros,24311200,Halógeno
Industria y maquinaria,Suministros,24311300,Metales alcalinos
